bowl_name,knowledge_motion,knowledge_mixing_tool,task_name,run_id,task_instance_id,seed,world_name,experiment_condition,baseline_name,knowledge_query_success,knowledge_query_error,knowledge_prior_task,knowledge_cutting_tool,knowledge_cutting_position,knowledge_repetition,required_prerequisite,prerequisite_source,prerequisite_satisfied_initially,autonomous_execution_feasible,feasibility_reason,robot_decision,decision_reason,assistance_requested,assistance_type,assistance_completed,task_blocked_by_prerequisite,task_resumed_after_assistance,final_success,robot_name,outcome,succeeded_arm,tool_name,phase,total_attempts,retry_count,collision_failure_count,recovery_used,recovery_success,perturbation_applied,perturbation_type,object_aabb_min_x,object_aabb_min_y,object_aabb_min_z,object_aabb_max_x,object_aabb_max_y,object_aabb_max_z,object_size_x,object_size_y,object_size_z,object_volume_aabb,target_world_x,target_world_y,target_world_z,support_surface_name,support_world_x,support_world_y,support_world_z,support_yaw_rad,support_size_x,support_size_y,support_size_z,object_world_x,object_world_y,object_world_z,object_quat_x,object_quat_y,object_quat_z,object_quat_w,object_roll_rad,object_pitch_rad,object_yaw_rad,anchor_local_x,anchor_local_y,anchor_local_z,anchor_norm_x,anchor_norm_y,anchor_norm_z,cut_normal_local_x,cut_normal_local_y,cut_normal_local_z,cut_normal_world_x,cut_normal_world_y,cut_normal_world_z,cut_normal_world_yaw_rad,robot_world_x,robot_world_y,robot_world_z,robot_quat_x,robot_quat_y,robot_quat_z,robot_quat_w,robot_roll_rad,robot_pitch_rad,robot_yaw_rad,robot_to_object_yaw_rad,object_yaw_relative_to_robot_rad,object_yaw_relative_to_approach_rad,cut_normal_relative_to_robot_rad,cut_normal_relative_to_approach_rad,cut_normal_approach_abs_angle_rad,cut_normal_approach_parallel_score,cut_normal_approach_perpendicular_score,technique_name,slice_thickness_m,num_cuts_x,pointer_stride,motion_approach_completed,motion_waypoint_count,motion_stopped_waypoint_index,motion_stopped_waypoint_fraction,motion_stopped_waypoint_x,motion_stopped_waypoint_y,motion_stopped_waypoint_z,motion_stopped_distance_m,motion_progress_note,execution_time_s,failure_count,failure_reasons
bowl_0003,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,8fe57822-6e6c-4fc4-9837-b2aeea25155f,bowl_0003,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,1.487259,-0.428893,0.9,map,0.0,0.0,0.0,0.0,,,,1.487259,-0.428893,0.9,0.0,0.0,-0.759024,0.651063,0.0,-0.0,-1.723624,,,,,,,,,,,,,,0.607768,0.021294,0.051,0.0,0.0,0.359603,0.933105,0.0,-0.0,0.735685,,,,,,,,,Whisking,,,0,,,,,,,,,,8.4138,0,
bowl_0004,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,8fe57822-6e6c-4fc4-9837-b2aeea25155f,bowl_0004,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,1.488137,0.625696,0.9,map,0.0,0.0,0.0,0.0,,,,1.488137,0.625696,0.9,0.0,0.0,-0.074001,0.997258,0.0,-0.0,-0.148138,,,,,,,,,,,,,,0.516719,1.052402,0.051,0.0,0.0,0.411577,0.911375,0.0,-0.0,0.848368,,,,,,,,,Whisking,,,0,,,,,,,,,,12.4832,0,
bowl_0005,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,8fe57822-6e6c-4fc4-9837-b2aeea25155f,bowl_0005,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,navigation_target_resolution_failed,skip_object,pickup_pose_unavailable,False,,False,False,False,False,pr2,failed,,whisk_left,pickup_setup,0,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,1.495832,-0.040206,0.9,map,0.0,0.0,0.0,0.0,,,,1.495832,-0.040206,0.9,0.0,0.0,0.995239,-0.097462,0.0,-0.0,-2.946358,,,,,,,,,,,,,,0.516719,1.052402,0.051,0.0,0.0,0.411577,0.911375,0.0,-0.0,0.848368,,,,,,,,,Whisking,,,0,,,,,,,,,,1.4167,1,navigation setup -> RuntimeError: No collision-free navigation pose found for mixing bowl_0005 after environment filtering.
bowl_0006,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,8fe57822-6e6c-4fc4-9837-b2aeea25155f,bowl_0006,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.111185,-0.114863,-0.051953,0.112268,0.107528,0.055447,0.223453,0.222391,0.1074,0.00533716,-1.02365,1.388977,0.902,map,0.0,0.0,0.0,0.0,,,,-1.02365,1.388977,0.902,0.0,0.0,0.739784,0.672844,0.0,-0.0,1.6655,,,,,,,,,,,,,,-0.091042,0.979772,0.051,0.0,0.0,0.904161,-0.427192,0.0,-0.0,-2.258823,,,,,,,,,Whisking,,,0,,,,,,,,,,9.6677,0,
bowl_0007,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,8fe57822-6e6c-4fc4-9837-b2aeea25155f,bowl_0007,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.097287,-0.100505,-0.045459,0.098234,0.094087,0.048516,0.195521,0.194592,0.093975,0.00357548,-1.222001,1.799336,0.902,map,0.0,0.0,0.0,0.0,,,,-1.222001,1.799336,0.902,0.0,0.0,0.953536,-0.301279,0.0,-0.0,-2.529525,,,,,,,,,,,,,,-2.055731,2.204288,0.051,0.0,0.0,0.341994,0.939702,0.0,-0.0,0.698076,,,,,,,,,Whisking,,,0,,,,,,,,,,10.0619,0,
bowl_0008,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,8fe57822-6e6c-4fc4-9837-b2aeea25155f,bowl_0008,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,-0.989796,0.774707,0.902,map,0.0,0.0,0.0,0.0,,,,-0.989796,0.774707,0.902,0.0,0.0,0.475276,0.879837,0.0,-0.0,0.990555,,,,,,,,,,,,,,-1.418049,-0.098552,0.051,0.0,0.0,0.911461,0.411385,0.0,-0.0,2.293645,,,,,,,,,Whisking,,,0,,,,,,,,,,12.5564,0,
bowl_0009,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,8fe57822-6e6c-4fc4-9837-b2aeea25155f,bowl_0009,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,-1.212282,1.085983,0.902,map,0.0,0.0,0.0,0.0,,,,-1.212282,1.085983,0.902,0.0,0.0,0.587116,0.809503,0.0,-0.0,1.254982,,,,,,,,,,,,,,-2.112411,1.52565,0.051,0.0,0.0,0.331885,0.94332,0.0,-0.0,0.676602,,,,,,,,,Whisking,,,0,,,,,,,,,,12.5202,0,
bowl_0010,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,8fe57822-6e6c-4fc4-9837-b2aeea25155f,bowl_0010,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.097287,-0.100505,-0.045459,0.098234,0.094087,0.048516,0.195521,0.194592,0.093975,0.00357548,-0.920901,2.675264,0.902,map,0.0,0.0,0.0,0.0,,,,-0.920901,2.675264,0.902,0.0,0.0,-0.806045,0.591854,0.0,-0.0,-1.874878,,,,,,,,,,,,,,-0.008126,2.126048,0.051,0.0,0.0,0.963338,-0.268291,0.0,-0.0,-2.598355,,,,,,,,,Whisking,,,0,,,,,,,,,,17.3422,0,
bowl_0011,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,8fe57822-6e6c-4fc4-9837-b2aeea25155f,bowl_0011,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,-1.102834,2.184694,0.902,map,0.0,0.0,0.0,0.0,,,,-1.102834,2.184694,0.902,0.0,0.0,0.913848,0.406057,0.0,-0.0,2.305323,,,,,,,,,,,,,,-2.095028,2.351464,0.051,0.0,0.0,0.449879,0.893089,0.0,-0.0,0.93326,,,,,,,,,Whisking,,,0,,,,,,,,,,12.877,0,
bowl_0012,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,8fe57822-6e6c-4fc4-9837-b2aeea25155f,bowl_0012,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,-1.214949,2.56378,0.902,map,0.0,0.0,0.0,0.0,,,,-1.214949,2.56378,0.902,0.0,0.0,0.674569,0.738212,0.0,-0.0,1.480761,,,,,,,,,,,,,,-2.055527,2.377216,0.051,0.0,0.0,0.587212,0.809433,0.0,-0.0,1.25522,,,,,,,,,Whisking,,,0,,,,,,,,,,12.2259,0,
bowl_0013,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,8fe57822-6e6c-4fc4-9837-b2aeea25155f,bowl_0013,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,-0.870486,2.023015,0.902,map,0.0,0.0,0.0,0.0,,,,-0.870486,2.023015,0.902,0.0,0.0,0.403835,0.914832,0.0,-0.0,0.83141,,,,,,,,,,,,,,-0.086484,1.601741,0.051,0.0,0.0,0.954758,-0.297383,0.0,-0.0,-2.537691,,,,,,,,,Whisking,,,0,,,,,,,,,,11.0627,0,
bowl_0001,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,bbe06c63-c6d1-48c7-a99f-d6595da8b590,bowl_0001,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,navigation_target_resolution_failed,skip_object,pickup_pose_unavailable,False,,False,False,False,False,armar7,failed,,whisk_left,pickup_setup,0,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,1.618322,0.294759,0.9,map,0.0,0.0,0.0,0.0,,,,1.618322,0.294759,0.9,0.0,0.0,-0.298798,0.954317,0.0,-0.0,-0.606865,,,,,,,,,,,,,,0.0,0.0,0.0,0.353553,0.612374,0.612372,0.353551,1.5708,-0.0,2.0944,,,,,,,,,Whisking,,,0,,,,,,,,,,1.8261,1,navigation setup -> RuntimeError: No collision-free navigation pose found for mixing bowl_0001 after environment filtering.
bowl_0002,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,bbe06c63-c6d1-48c7-a99f-d6595da8b590,bowl_0002,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,armar7,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.097287,-0.100505,-0.045459,0.098234,0.094087,0.048516,0.195521,0.194592,0.093975,0.00357548,1.567613,0.966179,0.9,map,0.0,0.0,0.0,0.0,,,,1.567613,0.966179,0.9,0.0,0.0,0.97425,0.225468,0.0,-0.0,2.686745,,,,,,,,,,,,,,0.621065,0.911512,0.0,0.646719,0.28593,0.285929,0.646717,1.5708,-0.0,0.832568,,,,,,,,,Whisking,,,0,,,,,,,,,,7.9532,0,
bowl_0003,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,bbe06c63-c6d1-48c7-a99f-d6595da8b590,bowl_0003,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,collision_or_motion_failure,task_failed,all_mix_attempts_failed,False,,False,False,False,False,armar7,failed,,whisk_left,primary,2,1,2,True,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,1.487259,-0.428893,0.9,map,0.0,0.0,0.0,0.0,,,,1.487259,-0.428893,0.9,0.0,0.0,-0.759024,0.651063,0.0,-0.0,-1.723624,,,,,,,,,,,,,,0.664658,-0.229365,0.0,0.704141,0.064712,0.064712,0.704138,1.5708,-0.0,0.183289,,,,,,,,,Whisking,,,0,,,,,,,,,,24.4678,2,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 450 ticks in MixingAction (status=stagnant, max link displacement 0.00184m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in MixingAction (status=wiggle, max link displacement 0.01545m over 25 ticks)."
bowl_0004,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,bbe06c63-c6d1-48c7-a99f-d6595da8b590,bowl_0004,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,collision_or_motion_failure,task_failed,all_mix_attempts_failed,False,,False,False,False,False,armar7,failed,,whisk_left,primary,2,1,2,True,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,1.488137,0.625696,0.9,map,0.0,0.0,0.0,0.0,,,,1.488137,0.625696,0.9,0.0,0.0,-0.074001,0.997258,0.0,-0.0,-0.148138,,,,,,,,,,,,,,0.620828,0.934841,0.0,0.7064,0.031627,0.031627,0.706398,1.5708,-0.0,0.089486,,,,,,,,,Whisking,,,0,,,,,,,,,,41.0929,2,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 575 ticks in MixingAction (status=wiggle, max link displacement 0.00358m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in MixingAction (status=wiggle, max link displacement 0.00825m over 25 ticks)."
bowl_0005,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,bbe06c63-c6d1-48c7-a99f-d6595da8b590,bowl_0005,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,collision_or_motion_failure,task_failed,all_mix_attempts_failed,False,,False,False,False,False,armar7,failed,,whisk_left,primary,2,1,2,True,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,1.495832,-0.040206,0.9,map,0.0,0.0,0.0,0.0,,,,1.495832,-0.040206,0.9,0.0,0.0,0.995239,-0.097462,0.0,-0.0,-2.946358,,,,,,,,,,,,,,0.674378,0.29756,0.0,0.678985,0.197436,0.197436,0.678983,1.5708,-0.0,0.565956,,,,,,,,,Whisking,,,0,,,,,,,,,,35.6905,2,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in MixingAction (status=wiggle, max link displacement 0.00340m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 400 ticks in MixingAction (status=stagnant, max link displacement 0.00003m over 25 ticks)."
bowl_0006,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,bbe06c63-c6d1-48c7-a99f-d6595da8b590,bowl_0006,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,collision_or_motion_failure,task_failed,all_mix_attempts_failed,False,,False,False,False,False,armar7,failed,,whisk_left,primary,2,1,2,True,False,False,,-0.111185,-0.114863,-0.051953,0.112268,0.107528,0.055447,0.223453,0.222391,0.1074,0.00533716,-1.02365,1.388977,0.902,map,0.0,0.0,0.0,0.0,,,,-1.02365,1.388977,0.902,0.0,0.0,0.739784,0.672844,0.0,-0.0,1.6655,,,,,,,,,,,,,,-0.158438,1.489534,0.0,-0.119536,0.696931,0.696929,-0.119536,1.5708,-0.0,-2.801863,,,,,,,,,Whisking,,,0,,,,,,,,,,37.6936,2,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 425 ticks in MixingAction (status=stagnant, max link displacement 0.00111m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in MixingAction (status=wiggle, max link displacement 0.00249m over 25 ticks)."
bowl_0007,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,bbe06c63-c6d1-48c7-a99f-d6595da8b590,bowl_0007,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,collision_or_motion_failure,task_failed,all_mix_attempts_failed,False,,False,False,False,False,armar7,failed,,whisk_left,primary,2,1,2,True,False,False,,-0.097287,-0.100505,-0.045459,0.098234,0.094087,0.048516,0.195521,0.194592,0.093975,0.00357548,-1.222001,1.799336,0.902,map,0.0,0.0,0.0,0.0,,,,-1.222001,1.799336,0.902,0.0,0.0,0.953536,-0.301279,0.0,-0.0,-2.529525,,,,,,,,,,,,,,-1.974485,1.396698,0.0,0.703038,0.075755,0.075755,0.703036,1.5708,-0.0,0.21468,,,,,,,,,Whisking,,,0,,,,,,,,,,39.8976,2,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in MixingAction (status=wiggle, max link displacement 0.00263m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in MixingAction (status=wiggle, max link displacement 0.00266m over 25 ticks)."
bowl_0008,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,bbe06c63-c6d1-48c7-a99f-d6595da8b590,bowl_0008,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,armar7,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,-0.989796,0.774707,0.902,map,0.0,0.0,0.0,0.0,,,,-0.989796,0.774707,0.902,0.0,0.0,0.475276,0.879837,0.0,-0.0,0.990555,,,,,,,,,,,,,,-1.636005,0.026797,0.0,0.365022,0.605608,0.605605,0.365021,1.5708,-0.0,2.056733,,,,,,,,,Whisking,,,0,,,,,,,,,,14.256,0,
bowl_0009,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,bbe06c63-c6d1-48c7-a99f-d6595da8b590,bowl_0009,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,armar7,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,-1.212282,1.085983,0.902,map,0.0,0.0,0.0,0.0,,,,-1.212282,1.085983,0.902,0.0,0.0,0.587116,0.809503,0.0,-0.0,1.254982,,,,,,,,,,,,,,-2.191398,1.021571,0.0,0.472005,0.52651,0.526508,0.472003,1.5708,-0.0,1.67986,,,,,,,,,Whisking,,,0,,,,,,,,,,13.6183,0,
bowl_0010,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,bbe06c63-c6d1-48c7-a99f-d6595da8b590,bowl_0010,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,armar7,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.097287,-0.100505,-0.045459,0.098234,0.094087,0.048516,0.195521,0.194592,0.093975,0.00357548,-0.920901,2.675264,0.902,map,0.0,0.0,0.0,0.0,,,,-0.920901,2.675264,0.902,0.0,0.0,-0.806045,0.591854,0.0,-0.0,-1.874878,,,,,,,,,,,,,,-0.002995,2.256583,0.0,-0.188438,0.681537,0.681535,-0.188437,1.5708,-0.0,-2.602091,,,,,,,,,Whisking,,,0,,,,,,,,,,15.9691,0,
bowl_0011,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,bbe06c63-c6d1-48c7-a99f-d6595da8b590,bowl_0011,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,armar7,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,-1.102834,2.184694,0.902,map,0.0,0.0,0.0,0.0,,,,-1.102834,2.184694,0.902,0.0,0.0,0.913848,0.406057,0.0,-0.0,2.305323,,,,,,,,,,,,,,-1.991883,2.072965,0.0,0.681649,0.188033,0.188032,0.681647,1.5708,-0.0,0.538313,,,,,,,,,Whisking,,,0,,,,,,,,,,12.8814,0,
bowl_0012,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,bbe06c63-c6d1-48c7-a99f-d6595da8b590,bowl_0012,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,armar7,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,-1.214949,2.56378,0.902,map,0.0,0.0,0.0,0.0,,,,-1.214949,2.56378,0.902,0.0,0.0,0.674569,0.738212,0.0,-0.0,1.480761,,,,,,,,,,,,,,-2.001007,2.091607,0.0,0.502984,0.497,0.496998,0.502982,1.5708,-0.0,1.558828,,,,,,,,,Whisking,,,0,,,,,,,,,,12.728,0,
bowl_0013,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,bbe06c63-c6d1-48c7-a99f-d6595da8b590,bowl_0013,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,collision_or_motion_failure,task_failed,all_mix_attempts_failed,False,,False,False,False,False,armar7,failed,,whisk_left,primary,2,1,2,True,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,-0.870486,2.023015,0.902,map,0.0,0.0,0.0,0.0,,,,-0.870486,2.023015,0.902,0.0,0.0,0.403835,0.914832,0.0,-0.0,0.83141,,,,,,,,,,,,,,-0.157851,1.71493,0.0,-0.076414,0.702967,0.702965,-0.076413,1.5708,-0.0,-2.92504,,,,,,,,,Whisking,,,0,,,,,,,,,,40.2132,2,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in MixingAction (status=wiggle, max link displacement 0.02322m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in MixingAction (status=wiggle, max link displacement 0.00268m over 25 ticks)."
bowl_0001,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,6b964210-70cc-461d-9666-d967fba5e984,bowl_0001,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,navigation_target_resolution_failed,skip_object,pickup_pose_unavailable,False,,False,False,False,False,unitree_g1,failed,,whisk_left,pickup_setup,0,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,1.618322,0.294759,0.9,map,0.0,0.0,0.0,0.0,,,,1.618322,0.294759,0.9,0.0,0.0,-0.298798,0.954317,0.0,-0.0,-0.606865,,,,,,,,,,,,,,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,-0.0,0.0,,,,,,,,,Whisking,,,0,,,,,,,,,,16.4707,1,navigation setup -> RuntimeError: No collision-free navigation pose found for mixing bowl_0001 after environment filtering.
bowl_0002,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,6b964210-70cc-461d-9666-d967fba5e984,bowl_0002,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,unitree_g1,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.097287,-0.100505,-0.045459,0.098234,0.094087,0.048516,0.195521,0.194592,0.093975,0.00357548,1.567613,0.966179,0.9,map,0.0,0.0,0.0,0.0,,,,1.567613,0.966179,0.9,0.0,0.0,0.97425,0.225468,0.0,-0.0,2.686745,,,,,,,,,,,,,,0.920197,1.006229,0.8,0.0,0.0,-0.004668,0.999989,0.0,-0.0,-0.009336,,,,,,,,,Whisking,,,0,,,,,,,,,,22.9411,0,
bowl_0003,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,6b964210-70cc-461d-9666-d967fba5e984,bowl_0003,910004,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,unitree_g1,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,1.487259,-0.428893,0.9,map,0.0,0.0,0.0,0.0,,,,1.487259,-0.428893,0.9,0.0,0.0,-0.759024,0.651063,0.0,-0.0,-1.723624,,,,,,,,,,,,,,0.972984,-0.464781,0.8,0.0,0.0,-0.014565,0.999894,0.0,-0.0,-0.02913,,,,,,,,,Whisking,,,0,,,,,,,,,,7.116,0,
